drugbank_curie,label,unii,unii_preferred_name,ncbitaxon,ncbitaxon_label,unii_ncit,unii_ncit_label,unii_ncit_parents,unii_ncit_semantic_types,has_extract_marker
DRUGBANK:DB16603,Escherichia coli strain Nissle 1917,UNII:V2I5FAS6Y5,ESCHERICHIA COLI STRAIN NISSLE 1917,NCBITaxon:562,Escherichia coli (E. coli),,,,,False
DRUGBANK:DB16605,Fucus vesiculosus,UNII:535G2ABX9M,FUCUS VESICULOSUS,NCBITaxon:49266,Fucus vesiculosus,NCIT:C72321,Fucus vesiculosus,NCIT:C14336 (Vascular Plant),T002=Plant,False
DRUGBANK:DB16611,"Tick-borne encephalitis vaccine (whole virus, inactivated)",UNII:42XD79UQQ6,TICK-BORNE ENCEPHALITIS PURIFIED ANTIGEN (FORMALDEHYDE INACTIVATED),NCBITaxon:11084,Tick-borne encephalitis virus,,,,,False
DRUGBANK:DB16612,Bee pollen,UNII:3729L8MA2C,BEE POLLEN,NCBITaxon:7460,Apis mellifera (honey bee),NCIT:C87557,Bee Pollen,NCIT:C1505 (Dietary Supplement),T109=Organic Chemical|T121=Pharmacologic Substance,False
DRUGBANK:DB16613,Equine collagen,UNII:3221SCV0LS,EQUINE COLLAGEN,NCBITaxon:9796,Equus caballus (horse),,,,,False
DRUGBANK:DB16615,Krill oil,UNII:V0I3IBX33C,KRILL OIL,NCBITaxon:6819,Euphausia superba (Antarctic krill),,,,,False
DRUGBANK:DB16665,Idecabtagene vicleucel,UNII:8PX1X7UG4D,IDECABTAGENE VICLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C117729,Idecabtagene Vicleucel,NCIT:C176023 (Anti-BCMA CAR T Cells Preparation)|NCIT:C200766 (Autologous CAR-T Cells),T025=Cell,False
DRUGBANK:DB16710,Streptococcus pneumoniae type 22F capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UNII:U1E9VSB2K2,STREPTOCOCCUS PNEUMONIAE TYPE 22F CAPSULAR POLYSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTIGEN,NCBITaxon:1313,Streptococcus pneumoniae,,,,,False
DRUGBANK:DB16711,Streptococcus pneumoniae type 33F capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UNII:9WP2BC3I04,STREPTOCOCCUS PNEUMONIAE TYPE 33F CAPSULAR POLYSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTIGEN,NCBITaxon:1313,Streptococcus pneumoniae,,,,,False
DRUGBANK:DB16713,Streptococcus pneumoniae type 8 capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UNII:ADR2S9OIF2,STREPTOCOCCUS PNEUMONIAE TYPE 8 CAPSULAR POLYSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTIGEN,NCBITaxon:1313,Streptococcus pneumoniae,,,,,False
DRUGBANK:DB16714,Streptococcus pneumoniae type 10A capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UNII:N47C1SHV0F,STREPTOCOCCUS PNEUMONIAE TYPE 10A CAPSULAR POLYSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTIGEN,NCBITaxon:1313,Streptococcus pneumoniae,,,,,False
DRUGBANK:DB16715,Streptococcus pneumoniae type 11A capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UNII:RDA5AKV23D,STREPTOCOCCUS PNEUMONIAE TYPE 11A CAPSULAR POLYSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTIGEN,NCBITaxon:1313,Streptococcus pneumoniae,,,,,False
DRUGBANK:DB16716,Streptococcus pneumoniae type 12F capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UNII:T6O227OX7Q,STREPTOCOCCUS PNEUMONIAE TYPE 12F CAPSULAR POLYSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTIGEN,NCBITaxon:1313,Streptococcus pneumoniae,,,,,False
DRUGBANK:DB16717,Streptococcus pneumoniae type 15B capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UNII:H8Q6FRO6DY,STREPTOCOCCUS PNEUMONIAE TYPE 15B CAPSULAR POLYSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTIGEN,NCBITaxon:1313,Streptococcus pneumoniae,,,,,False
DRUGBANK:DB16736,Allogeneic processed thymus tissue,UNII:XD66YK3YY3,ALLOGENEIC THYMOCYTE-DEPLETED THYMUS TISSUE-AGDC,NCBITaxon:9606,Homo sapiens (human),,,,,False
DRUGBANK:DB16738,Ciltacabtagene autoleucel,UNII:0L1F17908Q,CILTACABTAGENE AUTOLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C148498,Ciltacabtagene Autoleucel,NCIT:C176023 (Anti-BCMA CAR T Cells Preparation)|NCIT:C200766 (Autologous CAR-T Cells),T025=Cell,False
DRUGBANK:DB16746,Elivaldogene autotemcel,UNII:KUM75TD6SG,ELIVALDOGENE AUTOTEMCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C171808,Elivaldogene Autotemcel,NCIT:C119988 (Genetically Engineered Hematopoietic Stem Progenitor Cells),T025=Cell,False
DRUGBANK:DB16900,Betibeglogene autotemcel,UNII:MEE8487RTP,BETIBEGLOGENE AUTOTEMCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C123881,Betibeglogene Autotemcel,NCIT:C119988 (Genetically Engineered Hematopoietic Stem Progenitor Cells)|NCIT:C28681 (Therapeutic Autologous Lymphocytes),T025=Cell,False
DRUGBANK:DB16960,Lenzumestrocel,UNII:6YY2MY21JA,LENZUMESTROCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C175108,Lenzumestrocel,NCIT:C201556 (Therapeutic Mesenchymal Stem Cells),T025=Cell,False
DRUGBANK:DB17072,Tabelecleucel,UNII:G3NJ7M8N4H,TABELECLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C143140,Tabelecleucel,NCIT:C129826 (Antineoplastic Immune Cell)|NCIT:C28681 (Therapeutic Autologous Lymphocytes),T025=Cell,False
DRUGBANK:DB17098,Virulizin,UNII:E5SF1Z7U1S,BOS TAURUS BILE IMMUNOMODULATOR,NCBITaxon:9913,Bos taurus (domestic cattle),NCIT:C26677,Virulizin,NCIT:C2139 (Immunostimulant),T121=Pharmacologic Substance|T129=Immunologic Factor,True
DRUGBANK:DB17107,Lifileucel,UNII:R0835E18NH,LIFILEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C120552,Lifileucel,NCIT:C201547 (Therapeutic Tumor Infiltrating Lymphocytes Preparation)|NCIT:C28681 (Therapeutic Autologous Lymphocytes),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB17130,Spanlecortemlocel,UNII:D8O38M043D,SPANLECORTEMLOCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C111571,Spanlecortemlocel,NCIT:C203000 (Therapeutic Allogeneic Hematopoietic Stem Cells),T025=Cell,False
DRUGBANK:DB17132,Omidubicel,UNII:ET4JC4S66E,OMIDUBICEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C127119,Omidubicel,NCIT:C208191 (Cell Therapy Agent),T025=Cell,False
DRUGBANK:DB17185,Azercabtagene zapreleucel,UNII:PFZ3AP93TA,AZERCABTAGENE ZAPRELEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C158558,Azercabtagene Zapreleucel,NCIT:C176018 (Anti-CD19 CAR T Cells Preparation)|NCIT:C200765 (Allogeneic CAR-T Cells),T025=Cell,False
DRUGBANK:DB17230,Vadacabtagene leraleucel,UNII:A4O2H9W17Y,VADACABTAGENE LERALEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C133718,Vadacabtagene Leraleucel,NCIT:C176018 (Anti-CD19 CAR T Cells Preparation)|NCIT:C200766 (Autologous CAR-T Cells),T025=Cell,False
DRUGBANK:DB17231,Orvacabtagene autoleucel,UNII:K8RW1TW3EM,ORVACABTAGENE AUTOLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C147523,Orvacabtagene Autoleucel,NCIT:C176023 (Anti-BCMA CAR T Cells Preparation)|NCIT:C200766 (Autologous CAR-T Cells),T025=Cell,False
DRUGBANK:DB17233,Letetresgene autoleucel,UNII:B5ME4ZU4BS,LETETRESGENE AUTOLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C121379,Letetresgene Autoleucel,NCIT:C129826 (Antineoplastic Immune Cell)|NCIT:C138180 (T-cell Receptor-engineered T-cells)|NCIT:C28681 (Therapeutic Autologous Lymphocytes),"T025=Cell|T116=Amino Acid, Peptide, or Protein|T121=Pharmacologic Substance|T129=Immunologic Factor",False
DRUGBANK:DB17266,Zevorcabtagene autoleucel,UNII:GMV2GFP3G2,ZEVORCABTAGENE AUTOLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C165507,Zevorcabtagene Autoleucel,NCIT:C176023 (Anti-BCMA CAR T Cells Preparation)|NCIT:C200766 (Autologous CAR-T Cells),T025=Cell,False
DRUGBANK:DB17296,Gebasaxturev,UNII:4B57CWT710,GEBASAXTUREV,NCBITaxon:138948,Enterovirus A,NCIT:C61493,Gebasaxturev,NCIT:C717 (Oncolytic Virus),T005=Virus|T121=Pharmacologic Substance,False
DRUGBANK:DB17324,Listeria monocytogenes,UNII:3O44K14A86,LISTERIA MONOCYTOGENES,NCBITaxon:1639,Listeria monocytogenes,,,,,False
DRUGBANK:DB17329,Eltrapuldencel-T,UNII:M2LBQ7RN2X,ELTRAPULDENCEL-T,NCBITaxon:9606,Homo sapiens (human),NCIT:C120183,Eltrapuldencel-T,NCIT:C2594 (Therapeutic Autologous Dendritic Cells),T121=Pharmacologic Substance|T129=Immunologic Factor,False
DRUGBANK:DB17362,Obecabtagene autoleucel,UNII:760HJB0YRD,OBECABTAGENE AUTOLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C172746,Obecabtagene Autoleucel,NCIT:C176018 (Anti-CD19 CAR T Cells Preparation)|NCIT:C200766 (Autologous CAR-T Cells),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB17367,Gavocabtagene autoleucel,UNII:NP6CFH3G8H,GAVOCABTAGENE AUTOLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C160780,Gavocabtagene Autoleucel,NCIT:C129826 (Antineoplastic Immune Cell)|NCIT:C28681 (Therapeutic Autologous Lymphocytes),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB17402,Belagenpumatucel-L (SK-LU-1),UNII:15D3M1SIYH,BELAGENPUMATUCEL-L (SK-LU-1),NCBITaxon:9606,Homo sapiens (human),,,,,False
DRUGBANK:DB17412,Gemogenovatucel-T,UNII:27RU78H2H9,GEMOGENOVATUCEL-T,NCBITaxon:9606,Homo sapiens (human),NCIT:C90552,Gemogenovatucel-T,NCIT:C1663 (Antineoplastic Vaccine),"T109=Organic Chemical|T116=Amino Acid, Peptide, or Protein|T121=Pharmacologic Substance|T129=Immunologic Factor",False
DRUGBANK:DB17464,ETBX-011,UNII:RP9RQ0SOM8,ETBX-011,NCBITaxon:28285,Human adenovirus 5,NCIT:C91373,Adenoviral Vector Ad5-CEA(6D) Vaccine,NCIT:C204256 (Adenovirus Serotype 5-based Therapeutic Agent)|NCIT:C49146 (Adenovirus Vaccine),"T116=Amino Acid, Peptide, or Protein|T121=Pharmacologic Substance|T129=Immunologic Factor",False
DRUGBANK:DB17528,ETBX-021,UNII:S4MK9TOL0D,ETBX-021,NCBITaxon:28285,Human adenovirus 5,NCIT:C150517,"Ad5 [E1-, E2b-]-HER2/Neu Vaccine ETBX-021",NCIT:C1663 (Antineoplastic Vaccine)|NCIT:C204256 (Adenovirus Serotype 5-based Therapeutic Agent)|NCIT:C49146 (Adenovirus Vaccine),T121=Pharmacologic Substance|T129=Immunologic Factor,False
DRUGBANK:DB17529,ETBX-051,UNII:BPG11IF0HW,ETBX-051,NCBITaxon:28285,Human adenovirus 5,NCIT:C143034,Adenoviral Brachyury Vaccine ETBX-051,NCIT:C1572 (Recombinant Viral Vaccine)|NCIT:C204256 (Adenovirus Serotype 5-based Therapeutic Agent),T121=Pharmacologic Substance|T129=Immunologic Factor,False
DRUGBANK:DB17530,ETBX-061,UNII:17K7SN702N,ETBX-061,NCBITaxon:28285,Human adenovirus 5,NCIT:C143035,Adenoviral MUC1 Vaccine ETBX-061,NCIT:C1572 (Recombinant Viral Vaccine)|NCIT:C204256 (Adenovirus Serotype 5-based Therapeutic Agent),T121=Pharmacologic Substance|T129=Immunologic Factor,False
DRUGBANK:DB17538,Atidarsagene autotemcel,UNII:EPP8G99QG4,ATIDARSAGENE AUTOTEMCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C180638,Atidarsagene Autotemcel,NCIT:C119988 (Genetically Engineered Hematopoietic Stem Progenitor Cells)|NCIT:C203001 (Therapeutic Autologous Hematopoietic Stem Cells),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB17588,Rocapuldencel-T,UNII:8I9S6401XZ,ROCAPULDENCEL-T,NCBITaxon:9606,Homo sapiens (human),NCIT:C77907,Rocapuldencel-T,NCIT:C28310 (Dendritic Cell Vaccine),"T025=Cell|T116=Amino Acid, Peptide, or Protein|T121=Pharmacologic Substance|T129=Immunologic Factor",False
DRUGBANK:DB17595,RP-L201,UNII:RD86XHH46N,MARNETEGRAGENE AUTOTEMCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C180650,Marnetegragene Autotemcel,NCIT:C119988 (Genetically Engineered Hematopoietic Stem Progenitor Cells),T025=Cell,False
DRUGBANK:DB17606,Rexlemestrocel-L,UNII:4LS0IJZ59V,REXLEMESTROCEL-L,NCBITaxon:9606,Homo sapiens (human),NCIT:C171655,Rexlemestrocel-L,NCIT:C201556 (Therapeutic Mesenchymal Stem Cells),T025=Cell,False
DRUGBANK:DB17676,Oxabact,UNII:330ZY4KI6F,OXALOBACTER FORMIGENES,NCBITaxon:847,Oxalobacter formigenes,,,,,False
DRUGBANK:DB17743,Fecal microbiota,UNII:Q805XO2F7C,FECAL MICROBIOTA,NCBITaxon:9606,Homo sapiens (human),,,,,False
DRUGBANK:DB17753,Bos taurus colostrum immunoglobulins,UNII:EP5SDKM7A0,BOS TAURUS COLOSTRUM IMMUNOGLOBULINS,NCBITaxon:9913,Bos taurus (domestic cattle),,,,,False
DRUGBANK:DB17755,Staphylococcus aureus immune globulin (human),UNII:SX5Y4A7UBI,HUMAN STAPHYLOCOCCUS AUREUS IMMUNE GLOBULIN,NCBITaxon:9606,Homo sapiens (human),,,,,False
DRUGBANK:DB17765,Respigam,UNII:78I1W13C3D,RESPIRATORY SYNCYTIAL VIRUS IMMUNE GLOBULIN INTRAVENOUS (HUMAN),NCBITaxon:9606,Homo sapiens (human),,,,,False
DRUGBANK:DB17813,Hepatitis C immune globulin (human),UNII:U5V5MUD1KD,HEPATITIS C IMMUNE GLOBULIN (HUMAN),NCBITaxon:9606,Homo sapiens (human),NCIT:C105618,Therapeutic Hepatitis C Immune Globulin,NCIT:C2701 (Therapeutic Immune Globulin),"T116=Amino Acid, Peptide, or Protein|T121=Pharmacologic Substance|T129=Immunologic Factor",False
DRUGBANK:DB17878,Dabocemagene autoficel,UNII:0S9A4XK1WT,DABOCEMAGENE AUTOFICEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C180642,Dabocemagene Autoficel,NCIT:C154231 (Genetically-engineered Cell),T025=Cell,False
DRUGBANK:DB17879,Bacteroides thetaiotaomicron,UNII:H9HCE7993P,BACTEROIDES THETAIOTAOMICRON,NCBITaxon:818,Bacteroides thetaiotaomicron,,,,,False
DRUGBANK:DB17895,Prademagene zamikeracel,UNII:4UU2O40RHU,PRADEMAGENE ZAMIKERACEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C175196,Prademagene Zamikeracel,NCIT:C154231 (Genetically-engineered Cell),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB17925,Autologous adipose derived mesenchymal stromal cells,UNII:KA0IJR9DZ7,AUTOLOGOUS ADIPOSE DERIVED MESENCHYMAL STEM CELLS (MSCS),NCBITaxon:9606,Homo sapiens (human),,,,,False
DRUGBANK:DB17926,Autologous cord blood,UNII:VDX0F5H4FP,AUTOLOGOUS CORD BLOOD,NCBITaxon:9606,Homo sapiens (human),,,,,False
DRUGBANK:DB17955,Palucorcel,UNII:3T0UGR2M5Q,HUMAN UMBILICAL TISSUE-DERIVED CELLS,NCBITaxon:9606,Homo sapiens (human),,,,,False
DRUGBANK:DB17990,PLX-PAD,UNII:DPX6XLD4X1,EMIPLACEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C169942,Emiplacel,NCIT:C208118 (Therapeutic Mesenchymal Stromal Cells),T025=Cell,False
DRUGBANK:DB18032,Allogenic bone marrow-derived mesenchymal stem cells,UNII:OEN4982XNW,ALLOGENIC BONE-MARROW-DERIVED MESENCHYMAL STEM CELLS,NCBITaxon:9606,Homo sapiens (human),,,,,False
DRUGBANK:DB18147,Firolimogene autotemcel,UNII:XH2XT2GQS6,FIROLIMOGENE AUTOTEMCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C184824,Firolimogene Autotemcel,NCIT:C154231 (Genetically-engineered Cell),T025=Cell,False
DRUGBANK:DB18202,Ilixadencel,UNII:PY29292DVJ,ILIXADENCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C99902,Ilixadencel,NCIT:C213431 (IL-12-based Therapeutic Agent)|NCIT:C28310 (Dendritic Cell Vaccine),T025=Cell|T121=Pharmacologic Substance|T129=Immunologic Factor,False
DRUGBANK:DB18311,Taniraleucel,UNII:XO25H8E4QP,TANIRALEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C173877,Taniraleucel,NCIT:C201545 (Therapeutic Natural Killer Cells Preparation)|NCIT:C28676 (Therapeutic Allogeneic Lymphocytes),T025=Cell,False
DRUGBANK:DB18386,AV-0113,UNII:H2CDQ1PWN7,AUDENCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C123928,Audencel,NCIT:C129826 (Antineoplastic Immune Cell)|NCIT:C28310 (Dendritic Cell Vaccine),T025=Cell,False
DRUGBANK:DB18449,Mycobacterium vaccae,UNII:I639ME27W5,MYCOBACTERIUM VACCAE,NCBITaxon:1810,Mycolicibacterium vaccae,,,,,False
DRUGBANK:DB18530,Bifidobacterium spp.,UNII:IO1WP3918D,BIFIDOBACTERIUM SPP.,NCBITaxon:1678,Bifidobacterium,,,,,False
DRUGBANK:DB18532,Lactobacillus brevis,UNII:268IL53Q7O,LEVILACTOBACILLUS BREVIS,NCBITaxon:1580,Levilactobacillus brevis,,,,,False
DRUGBANK:DB18592,Afamitresgene autoleucel,UNII:CUY18BJ7BP,AFAMITRESGENE AUTOLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C175738,Afamitresgene Autoleucel,NCIT:C129826 (Antineoplastic Immune Cell)|NCIT:C138180 (T-cell Receptor-engineered T-cells)|NCIT:C28681 (Therapeutic Autologous Lymphocytes),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB18598,INH-A21,UNII:9LKK68BOP0,INH-A21,NCBITaxon:9606,Homo sapiens (human),,,,,False
DRUGBANK:DB18639,MT-401,UNII:L4D9X59F34,ZEDENOLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C175351,Zedenoleucel,NCIT:C28676 (Therapeutic Allogeneic Lymphocytes),T025=Cell,False
DRUGBANK:DB18640,ALLO-715,UNII:Q137JC2CLV,NENDOCABTAGENE ONOGEDLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C165779,Allogeneic Anti-BCMA CAR-transduced T-cells ALLO-715,NCIT:C176023 (Anti-BCMA CAR T Cells Preparation)|NCIT:C200765 (Allogeneic CAR-T Cells),T025=Cell,False
DRUGBANK:DB18659,Avoplacel,UNII:79NT7I8J0C,AVOPLACEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C171652,Avoplacel,NCIT:C142078 (Adoptive Cell Therapy Agent),T025=Cell,False
DRUGBANK:DB18680,Lovotibeglogene autotemcel,UNII:2C6A9NH2Z8,LOVOTIBEGLOGENE AUTOTEMCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C176855,Lovotibeglogene Autotemcel,NCIT:C119988 (Genetically Engineered Hematopoietic Stem Progenitor Cells)|NCIT:C28681 (Therapeutic Autologous Lymphocytes),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB18691,Rovaleucel,UNII:TL8FKX4ISW,ROVALEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C174916,Rovaleucel,NCIT:C28681 (Therapeutic Autologous Lymphocytes),T025=Cell,False
DRUGBANK:DB18722,Dilanubicel,UNII:FR89SC8CT4,DILANUBICEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C146992,Dilanubicel,NCIT:C203000 (Therapeutic Allogeneic Hematopoietic Stem Cells),T025=Cell,False
DRUGBANK:DB18764,Zamtocabtagene autoleucel,UNII:NT3BAN5MDV,ZAMTOCABTAGENE AUTOLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C180596,Zamtocabtagene Autoleucel,NCIT:C176018 (Anti-CD19 CAR T Cells Preparation)|NCIT:C200766 (Autologous CAR-T Cells),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB18906,MG-4101,UNII:WX2ZW10GHO,MG-4101,NCBITaxon:9606,Homo sapiens (human),NCIT:C94209,Allogeneic Natural Killer Cell Line MG4101,NCIT:C201545 (Therapeutic Natural Killer Cells Preparation)|NCIT:C28676 (Therapeutic Allogeneic Lymphocytes),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB18979,Relmacabtagene autoleucel,UNII:K5CXA4X5U8,RELMACABTAGENE AUTOLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C155878,Relmacabtagene Autoleucel,NCIT:C176018 (Anti-CD19 CAR T Cells Preparation)|NCIT:C200766 (Autologous CAR-T Cells),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB19059,Iltamiocel,UNII:QTA2A5N6BE,ILTAMIOCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C177094,Iltamiocel,NCIT:C142078 (Adoptive Cell Therapy Agent),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB19089,Propionibacterium acnes,UNII:TRZ1AA965O,PROPIONIBACTERIUM ACNES,NCBITaxon:1747,Cutibacterium acnes,NCIT:C14378,Propionibacterium acnes,NCIT:C86013 (Propionibacterium),T007=Bacterium,False
DRUGBANK:DB19093,Lactobacillus crispatus strain CTV-05,UNII:RP8X0ZB061,LACTOBACILLUS CRISPATUS STRAIN CTV-05,NCBITaxon:47770,Lactobacillus crispatus,,,,,False
DRUGBANK:DB19103,Simoladagene autotemcel,UNII:MOD3RG31RS,SIMOLADAGENE AUTOTEMCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C171810,Simoladagene Autotemcel,NCIT:C119988 (Genetically Engineered Hematopoietic Stem Progenitor Cells),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB19107,Rivogenlecleucel,UNII:E6349B696W,RIVOGENLECLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C105395,Rivogenlecleucel,NCIT:C213868 (Genetically-engineered T-cells)|NCIT:C28676 (Therapeutic Allogeneic Lymphocytes),T025=Cell,False
DRUGBANK:DB19117,Lapuleucel-t,UNII:J5Z87L8ROA,LAPULEUCEL-T,NCBITaxon:9606,Homo sapiens (human),NCIT:C2057,Lapuleucel-T,NCIT:C1987 (Dendritic Cell Tumor Peptide Vaccine),T121=Pharmacologic Substance|T129=Immunologic Factor,False
DRUGBANK:DB19145,Baltaleucel-T,UNII:F9670LP52I,BALTALEUCEL-T,NCBITaxon:9606,Homo sapiens (human),NCIT:C129374,Baltaleucel-T,NCIT:C28681 (Therapeutic Autologous Lymphocytes),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB19154,Mocemestrocel,UNII:8HM51ZKE1F,MOCEMESTROCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C175146,Mocemestrocel,NCIT:C208118 (Therapeutic Mesenchymal Stromal Cells),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB19155,Nalotimagene carmaleucel,UNII:2SS05WO6EV,NALOTIMAGENE CARMALEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C175827,Nalotimagene Carmaleucel,NCIT:C28676 (Therapeutic Allogeneic Lymphocytes),T025=Cell,False
DRUGBANK:DB19188,Cenplacel-L,UNII:OOH12XV6XR,CENPLACEL-L,NCBITaxon:9606,Homo sapiens (human),NCIT:C171653,Cenplacel-L,NCIT:C142078 (Adoptive Cell Therapy Agent),T025=Cell,False
DRUGBANK:DB19219,Autologous ex vivo expanded cd4+-enriched leukocytes treated with the de-methylating agent 5-aza-deoxycytidine,UNII:B2NUS89036,AUTOLOGOUS EX VIVO EXPANDED CD4+-ENRICHED LEUKOCYTES TREATED WITH THE DE-METHYLATING AGENT 5-AZA-DEOXYCYTIDINE,NCBITaxon:9606,Homo sapiens (human),NCIT:C112495,Autologous Lymphoid Effector Cells Specific Against Tumor Cells,NCIT:C129826 (Antineoplastic Immune Cell)|NCIT:C28681 (Therapeutic Autologous Lymphocytes),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB19245,Bacillus cereus,UNII:7YC151N82L,BACILLUS CEREUS,NCBITaxon:1396,Bacillus cereus,NCIT:C86161,Bacillus cereus,NCIT:C76202 (Bacillus),T007=Bacterium,False
DRUGBANK:DB19246,Bacillus coagulans,UNII:ISK1LOY57E,BACILLUS COAGULANS,NCBITaxon:1398,Heyndrickxia coagulans,NCIT:C86939,Bacillus coagulans,NCIT:C76202 (Bacillus),T007=Bacterium|T121=Pharmacologic Substance,False
DRUGBANK:DB19247,Bacillus licheniformis,UNII:WAN07H3BQL,BACILLUS LICHENIFORMIS,NCBITaxon:1402,Bacillus licheniformis,,,,,False
DRUGBANK:DB19248,Bifidobacterium longum,UNII:831AQW699W,BIFIDOBACTERIUM LONGUM,NCBITaxon:216816,Bifidobacterium longum,,,,,False
DRUGBANK:DB19249,Bos taurus colostrum,UNII:S256WJ3OFQ,BOS TAURUS COLOSTRUM,NCBITaxon:9913,Bos taurus (domestic cattle),,,,,False
DRUGBANK:DB19252,Ecklonia cava,UNII:UXX2N5V39P,ECKLONIA CAVA,NCBITaxon:105407,Ecklonia cava,,,,,True
DRUGBANK:DB19262,Grifola frondosa whole,UNII:A1U5YJI0Z8,MAITAKE,NCBITaxon:5627,Grifola frondosa (maitake),,,,,False
DRUGBANK:DB19268,Romyelocel-L,UNII:BEX65U1K6I,ROMYELOCEL-L,NCBITaxon:9606,Homo sapiens (human),NCIT:C82381,Romyelocel-L,NCIT:C62712 (Non-Tumor Cell Derivative Vaccine),T025=Cell|T121=Pharmacologic Substance,False
DRUGBANK:DB19272,Taiwanofungus camphoratus fruiting body,UNII:3796H63LII,TAIWANOFUNGUS CAMPHORATUS FRUITING BODY,NCBITaxon:196114,,NCIT:C129711,Botanical Agent LEAC-102,NCIT:C1931 (Antineoplastic Plant Product),T109=Organic Chemical|T121=Pharmacologic Substance,False
DRUGBANK:DB19274,Streptococcus salivarius,UNII:NN52U3ZACZ,STREPTOCOCCUS SALIVARIUS,NCBITaxon:1304,Streptococcus salivarius,NCIT:C86804,Streptococcus salivarius,NCIT:C86805 (Streptococcus salivarius Group),T007=Bacterium,False
