drugbank_curie,label,unii,unii_ncit,organism_flags,current_ncit_retype
DRUGBANK:DB13895,Rhus Glabra Pollen,UNII:5THQ6K6J4O,NCIT:C85349,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB13897,Equine Botulinum Neurotoxin E Immune FAB2,UNII:T95649SUV7,,NCBI,
DRUGBANK:DB13898,Equine Botulinum Neurotoxin C Immune FAB2,UNII:X5I2P7E9TY,,NCBI,
DRUGBANK:DB13899,Equine Botulinum Neurotoxin G Immune FAB2,UNII:943578J0XG,,NCBI,
DRUGBANK:DB13900,Equine Botulinum Neurotoxin A Immune FAB2,UNII:LE3J6I6DXP,,NCBI,
DRUGBANK:DB13901,Equine Botulinum Neurotoxin F Immune FAB2,UNII:RJN8G983LQ,,NCBI,
DRUGBANK:DB13902,Equine Botulinum Neurotoxin D Immune FAB2,UNII:30Y9N0SEBE,,NCBI,
DRUGBANK:DB13903,Equine Botulinum Neurotoxin B Immune FAB2,UNII:VSK09VP4HL,,NCBI,
DRUGBANK:DB13904,Cat dander extract,UNII:ZDN2AC0L08,NCIT:C84494,NCBI,biolink:ComplexMolecularMixture
DRUGBANK:DB13905,Scorpion (centruroides) immune Fab2 antivenin (equine),UNII:DDA050FCEA,,NCBI,
DRUGBANK:DB13906,Aloe vera leaf,UNII:ZY81Z83H0X,NCIT:C71875,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB13913,Belladonna,UNII:WQZ3G9PF0H,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB13915,Axicabtagene ciloleucel,UNII:U2I8T43Y7R,NCIT:C120309,NCBI,
DRUGBANK:DB13964,Peanut oil,UNII:5TL50QU0W4,NCIT:C66332,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB13965,Sarracenia Purpurea,UNII:FOP08H143P,NCIT:C72435,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB13974,Passiflora incarnata flower,UNII:K8F3G29S6Z,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB13975,Black cohosh,UNII:K73E24S6X9,NCIT:C26647,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14009,Medical Cannabis,UNII:FTS5RM302N,NCIT:C26659,NCBI,
DRUGBANK:DB14016,Ox bile extract,UNII:ET3651ZLOU,,NCBI,
DRUGBANK:DB14022,Typhoid vaccine,UNII:760T5R8B3O,NCIT:C86926,NCBI,
DRUGBANK:DB14100,Pork collagen,UNII:I8442U2G7J,,NCBI,
DRUGBANK:DB14112,Human vaccinia virus immune globulin,UNII:7UB4J759TD,NCIT:C80973,NCBI,
DRUGBANK:DB14113,Black widow spider antivenin (equine),UNII:5VJA14972G,,NCBI,
DRUGBANK:DB14114,Viper antivenom,UNII:92VV7G83ED,,NCBI,
DRUGBANK:DB14115,Human botulinum neurotoxin A/B immune globulin,UNII:X641Y30OA7,NCIT:C80825,NCBI,
DRUGBANK:DB14157,Hydrogenated soybean lecithin,UNII:QHQ97HF0PY,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14161,"Lecithin, soybean",UNII:1DI56QDM62,NCIT:C80292,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB14162,Northern bluefin tuna,UNII:816CLQ4017,,NCBI,
DRUGBANK:DB14163,Anthoxanthum odoratum,UNII:YMW1K70E4Q,NCIT:C72244,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14164,Betula lenta whole,UNII:41A3V2257T,NCIT:C74481,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14165,Culex pipiens,UNII:45KA5D7541,,NCBI,
DRUGBANK:DB14166,Rumex acetosella whole,UNII:D4MF746504,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14167,Rumex crispus top,UNII:S9T422Q956,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14168,Sarocladium strictum,UNII:3F36V0451W,NCIT:C87527,NCBI,biolink:ComplexMolecularMixture
DRUGBANK:DB14169,Salix nigra bark,UNII:QU52J3A5B3,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14170,Artemisia vulgaris root,UNII:32MP823R8S,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14172,Evernia prunastri,UNII:O3034Q5AHK,,NCBI,
DRUGBANK:DB14179,Phleum pratense top,UNII:S7PW24BX20,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14181,Lanolin alcohols,UNII:884C3FA9HE,NCIT:C219203,NCBI,
DRUGBANK:DB14222,Bifidobacterium longum infantis,UNII:EF3U3H7I76,,NCBI,
DRUGBANK:DB14223,Clostridium botulinum,UNII:0296055VE0,,NCBI,
DRUGBANK:DB14224,Lactobacillus reuteri,UNII:9913I24QEE,,NCBI,
DRUGBANK:DB14225,Enterococcus faecium,UNII:34YYS7G16P,,NCBI,
DRUGBANK:DB14226,Lactobacillus helveticus,UNII:Q08Z44662J,,NCBI,
DRUGBANK:DB14229,Lowbush blueberry,UNII:G90PX41VP0,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14233,Egg phospholipids,UNII:1Z74184RGV,NCIT:C79998,NCBI,biolink:Food
DRUGBANK:DB14234,Sus scrofa stomach,UNII:T0920P9Z9A,,NCBI,
DRUGBANK:DB14235,Bilberry,UNII:9P2U39H18W,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14236,Aloe vera leaf polysaccharides,UNII:W21O437517,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14237,Echinacea angustifolia root,UNII:D982V7VT3P,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14238,Echinacea purpurea flowering top,UNII:2EMS3QFX65,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14239,Echinacea purpurea,UNII:QI7G114Y98,NCIT:C72304,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14243,Sus scrofa placenta,UNII:C8CV8867O8,,NCBI,
DRUGBANK:DB14244,Garden snail mucin,UNII:BPB1U0R467,,NCBI,
DRUGBANK:DB14247,Moschus berezovskii musk sac resin,UNII:Z70MFY52S4,,NCBI,
DRUGBANK:DB14248,Bos taurus gallstone,UNII:4162LZ0N4O,,NCBI,
DRUGBANK:DB14249,Pearl (hyriopsis cumingii),UNII:A75L5FZ40U,,NCBI,
DRUGBANK:DB14250,Royal jelly,UNII:L497I37F0C,NCIT:C87569,NCBI,
DRUGBANK:DB14251,Ostrea edulis shell,UNII:49OY13BE7Z,,NCBI,
DRUGBANK:DB14252,Jojoba oil,UNII:724GKU717M,NCIT:C107318,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14253,Avena sativa flowering top,UNII:MA9CQJ3F7F,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14254,Aloe vera flower,UNII:575DY8C1ER,NCIT:C71796,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14255,Angelica dahurica root,UNII:1V63N2S972,,NCBI|GRIN|MPNS,
DRUGBANK:DB14256,Centella asiatica,UNII:7M867G6T1U,NCIT:C72337,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14257,Aloe ferox leaf,UNII:0D145J8EME,NCIT:C82715,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14258,Elm,UNII:63POE2M46Y,NCIT:C65510,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14259,Eucommia ulmoides bark,UNII:L878N1L0AR,,NCBI|GRIN|MPNS,
DRUGBANK:DB14260,Stypocaulon scoparium,UNII:C4AD0HDH4I,,NCBI,
DRUGBANK:DB14261,Panax ginseng fruit,UNII:E35T4MOI3E,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14262,Bird pepper,UNII:JLH5RT8O28,,NCBI|PLANTS|GRIN,
DRUGBANK:DB14263,Calendula officinalis flower,UNII:P0M7O4Y7YD,NCIT:C73866,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14264,Maclura tricuspidata whole,UNII:QOE5U8M2TG,,NCBI|GRIN|MPNS,
DRUGBANK:DB14265,Momordica charantia fruit,UNII:UA63Y8U89U,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14266,Tribulus terrestris root,UNII:6WY8ROM74K,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14267,Rumex crispus whole,UNII:UQJ679MZAK,NCIT:C72428,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14268,Swertia japonica whole flowering,UNII:01X0P6GX6C,,NCBI|GRIN|MPNS,
DRUGBANK:DB14269,Nardostachys chinensis whole,UNII:FJ4AE60Q9V,,NCBI|MPNS,
DRUGBANK:DB14270,Simmondsia chinensis seed,UNII:D24K2Q1F6H,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14271,Morus alba root bark,UNII:SV6B76DK9N,NCIT:C73906,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14272,Rosemary,UNII:8JM482TI79,,NCBI|PLANTS|GRIN|MPNS,biolink:ComplexMolecularMixture
DRUGBANK:DB14273,Ocimum tenuiflorum top,UNII:34T63W8ULS,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14274,Salix alba bark,UNII:205MXS71H7,NCIT:C71773,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14275,Indian frankincense,UNII:4PW41QCO2M,NCIT:C49089,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14276,Turmeric,UNII:856YO1Z64F,,NCBI|PLANTS|GRIN|MPNS,biolink:ComplexMolecularMixture
DRUGBANK:DB14277,Tripterygium wilfordii whole,UNII:GBE347P41D,,NCBI|GRIN|MPNS,
DRUGBANK:DB14278,Carthamus tinctorius flower bud,UNII:B86IS274O0,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14279,Corydalis ambigua tuber,UNII:1DN1EU584R,,NCBI|GRIN|MPNS,
DRUGBANK:DB14280,Lonicera caprifolium flower,UNII:5N1WD9784U,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14281,Lagerstroemia indica whole,UNII:N47D84L52F,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14282,Phellinus linteus mycelium,UNII:40K19XJV3C,,NCBI,
DRUGBANK:DB14283,Angelica archangelica root,UNII:885452N0GZ,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14284,Panax ginseng whole,UNII:9L5JEP7MES,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14285,Ginkgo biloba leaf oil,UNII:Y5967KO1JH,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14286,Panax ginseng root oil,UNII:P9T4K47OM0,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14287,Trametes versicolor fruiting body,UNII:4C900477MT,,NCBI,
DRUGBANK:DB14288,Kaempferia galanga root,UNII:7B7U9D12AI,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14289,Larix sibirica wood,UNII:KSC3PGF73L,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14290,Rehmannia glutinosa root,UNII:1BEM3U6LQQ,NCIT:C80293,NCBI|GRIN|MPNS,
DRUGBANK:DB14291,Wormwood,UNII:51PW3BIW1K,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14292,Acorus calamus root,UNII:XY1K7KIQ0F,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14293,Eutrema japonicum whole,UNII:WA34673193,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14294,Styphnolobium japonicum flower bud,UNII:DES4RX1Z3E,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14295,Reynoutria multiflora root,UNII:AUZ3VD75MC,,NCBI|GRIN|MPNS,
DRUGBANK:DB14296,Panax quinquefolius whole,UNII:0P067WOA1X,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14297,Arnica montana,UNII:O80TY208ZW,NCIT:C71849,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14298,Gambir,UNII:3NJQ5D8S6N,,PLANTS|GRIN|MPNS,
DRUGBANK:DB14299,Mucuna pruriens seed,UNII:55G8SQ543S,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14300,Erythroxylum catuaba bark,UNII:3W8LSF0XRN,,NCBI|GRIN|MPNS,
DRUGBANK:DB14301,Epimedium grandiflorum top,UNII:137PC46F89,,NCBI|GRIN|MPNS,
DRUGBANK:DB14302,Turnera diffusa leaf,UNII:812R0W1I3K,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14303,Eleuthero,UNII:ZQH6VH092Z,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14304,Panax notoginseng root,UNII:GQX1C1175U,,NCBI|GRIN|MPNS,
DRUGBANK:DB14305,Tribulus terrestris fruit,UNII:QNL076V6EQ,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14306,Juglans regia shell,UNII:PJ10MT7VKA,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14307,Green tea leaf,UNII:W2ZU1RY8B0,NCIT:C67048,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14308,Camellia japonica seed oil,UNII:U37N0S910T,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14309,Meadowfoam seed oil,UNII:412ZHA4T4Y,NCIT:C72213,NCBI|PLANTS|GRIN,
DRUGBANK:DB14310,Argan oil,UNII:4V59G5UW9X,NCIT:C107265,NCBI|GRIN|MPNS,
DRUGBANK:DB14311,Shea butter,UNII:K49155WL9Y,NCIT:C73914,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14312,Glycyrrhiza glabra,UNII:2788Z9758H,NCIT:C80295,NCBI|PLANTS|GRIN|MPNS,biolink:ComplexMolecularMixture
DRUGBANK:DB14313,Lawsonia inermis leaf,UNII:E5818YZ355,NCIT:C72518,NCBI|PLANTS|GRIN|MPNS,biolink:ComplexMolecularMixture
DRUGBANK:DB14314,Indigofera tinctoria leaf,UNII:2K7DF8HZDM,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14315,Calendula officinalis whole,UNII:PFR03EBU0H,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14316,Tangerine peel,UNII:JU3D414057,,NCBI|PLANTS|GRIN,
DRUGBANK:DB14317,Pomegranate,UNII:56687D1Z4D,NCIT:C73929,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB14319,Magnolia kobus flowering top,UNII:X2725LP5TL,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14320,Eucalyptus globulus leaf,UNII:S546YLW6E6,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14321,Bambusa vulgaris top,UNII:FIW80T6P6V,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14322,Coconut oil,UNII:Q9L0O73W7L,NCIT:C65347,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB14323,Grape seed oil,UNII:930MLC8XGG,NCIT:C107311,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14324,Apricot kernel oil,UNII:54JB35T06A,NCIT:C107264,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14325,Schisandra chinensis fruit,UNII:ABS794681C,,NCBI|GRIN|MPNS,
DRUGBANK:DB14326,Amber,UNII:70J9Z0J26P,,NCBI|GRIN,
DRUGBANK:DB14327,Purslane,UNII:M6S840WXG5,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14328,Chamaemelum nobile flower,UNII:O2T154T6OG,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14329,Sunflower oil,UNII:3W1JG795YI,NCIT:C1241,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB14330,Macadamia oil,UNII:515610SU8C,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14331,Heterotheca inuloides flower,UNII:W9NZ9OZF68,,GRIN|MPNS,
DRUGBANK:DB14332,Inonotus obliquus fruiting body,UNII:MRO1FS760M,,NCBI,
DRUGBANK:DB14333,Nelumbo nucifera flower,UNII:61W322NLDV,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14335,Bergamot oil,UNII:39W1PKE3JI,NCIT:C107291,NCBI|PLANTS|GRIN,
DRUGBANK:DB14336,Angelica sinensis root,UNII:697D19QDBN,,NCBI|GRIN|MPNS,
DRUGBANK:DB14337,Salvia miltiorrhiza root,UNII:1693AM5SBN,,NCBI|GRIN|MPNS,
DRUGBANK:DB14338,Atractylodes lancea root oil,UNII:EC228KGY00,,NCBI|GRIN|MPNS,
DRUGBANK:DB14339,Scutellaria lateriflora,UNII:7BP4DH5PDC,NCIT:C73980,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14340,Prunus armeniaca seed,UNII:75356789IW,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14341,Chamaecyparis obtusa wood oil,UNII:P2OMP71Y62,NCIT:C107284,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14342,Taraxacum officinale leaf,UNII:0022LFJ74Y,NCIT:C71842,NCBI|PLANTS|MPNS,
DRUGBANK:DB14343,Arnica montana flower,UNII:OZ0E5Y15PZ,NCIT:C72490,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14344,Lonicera confusa flower,UNII:3JV904IJ0V,,NCBI|GRIN|MPNS,
DRUGBANK:DB14345,Forsythia suspensa fruit,UNII:P4793M1ES5,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14346,Mentha arvensis top,UNII:8J5Y2F7A5X,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14347,Platycodon grandiflorus root,UNII:2DF0NS0O2Z,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14348,Citrus junos fruit,UNII:53KHW58C1V,,NCBI,
DRUGBANK:DB14349,Equisetum arvense top,UNII:1DP6Y6B65Z,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14350,Inula helenium root,UNII:E55SMD6DA8,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14351,Usnea barbata,UNII:D6DVA9TCAP,,NCBI,
DRUGBANK:DB14352,Azadirachta indica leaf,UNII:HKY915780T,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14353,Zanthoxylum clava-herculis whole,UNII:Z5VZA25BUK,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14354,Salix alba bark volatile oil,UNII:PW3MX00JXN,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14355,Apple fruit oil,UNII:9NT987I3A8,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14356,Platycodon grandiflorus leaf,UNII:2L64H2X8DY,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14357,Chamomile,UNII:FGL3685T2X,NCIT:C73870,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14358,Tribulus terrestris,UNII:4X4HLN92OT,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14359,Tremella fuciformis whole,UNII:4938BNS0GU,,NCBI,
DRUGBANK:DB14360,Saw palmetto,UNII:J7WWH9M8QS,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14361,Rice bran,UNII:R60QEP13IC,NCIT:C111686,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14362,Moringa oleifera leaf,UNII:4WET1AWO9B,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14363,Rosa centifolia flower oil,UNII:H32V31VMWY,NCIT:C107356,NCBI|PLANTS|GRIN,
DRUGBANK:DB14364,Scutellaria baicalensis root,UNII:7J95K7ID2S,NCIT:C71863,NCBI|GRIN|MPNS,
DRUGBANK:DB14365,Garcinia gummi-gutta fruit,UNII:D0QJI8UQVR,,NCBI|GRIN|MPNS,
DRUGBANK:DB14366,Ilex paraguariensis leaf,UNII:1Q953B4O4F,NCIT:C71770,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14367,Chondrus crispus,UNII:OQS23HUA1X,NCIT:C180534,NCBI,
DRUGBANK:DB14368,Capsicum annuum whole,UNII:7FKZ3QQQ1F,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14369,Typhonium giganteum whole,UNII:C61Y66MY4H,,NCBI|MPNS,
DRUGBANK:DB14370,Phellodendron amurense bark,UNII:PBG27B754G,NCIT:C103230,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14372,Melaleuca alternifolia leaf,UNII:G43C57162K,,NCBI|GRIN|MPNS,
DRUGBANK:DB14373,Quercus acutissima whole,UNII:0TVP714IPW,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14375,Milk thistle,UNII:U946SH95EE,NCIT:C29261,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14376,Chicory leaf,UNII:WBQ249COFR,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14377,Palm oil,UNII:5QUO05548Z,NCIT:C72211,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14378,Camphor leaf oil,UNII:51D0RGY52V,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14379,Zanthoxylum clava-herculis bark,UNII:0QN10WG2A2,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14388,Bordetella pertussis toxoid antigen (formaldehyde inactivated),UNII:N51SPD4A45,NCIT:C77703,NCBI,
DRUGBANK:DB14410,Human adenovirus b serotype 7,UNII:K7O6S79496,,NCBI,
DRUGBANK:DB14427,Neisseria meningitidis group a capsular oligosaccharide diphtheria crm197 protein conjugate antigen,UNII:3O44U6XYQK,,NCBI,
DRUGBANK:DB14429,Neisseria meningitidis group w-135 capsular oligosaccharide diphtheria crm197 protein conjugate antigen,UNII:5JT3N61JSP,,NCBI,
DRUGBANK:DB14430,Neisseria meningitidis group y capsular oligosaccharide diphtheria crm197 protein conjugate antigen,UNII:2W566Z2PEJ,,NCBI,
DRUGBANK:DB14443,Vibrio cholerae CVD 103-HgR strain live antigen,UNII:V9G528E9E0,,NCBI,
DRUGBANK:DB14563,Magnolia kobus bark,UNII:54LVP49595,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14564,Kale,UNII:0Y3L4J38H1,,NCBI,
DRUGBANK:DB14565,Sophora flavescens root,UNII:IYR6K8KQ5K,NCIT:C71831,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14566,Lavender oil,UNII:ZBP1YXW0H8,NCIT:C66002,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14585,Plantago ovata seed,UNII:K9NXW456E2,,PLANTS|GRIN,
DRUGBANK:DB14588,Bambusa arundinacea stem,UNII:NRA4497HC5,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14590,Anemarrhena asphodeloides root,UNII:U0OC9BJL0I,NCIT:C80316,NCBI|GRIN|MPNS,
DRUGBANK:DB14601,Barley malt syrup,UNII:22P8DKP670,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14613,"Serum, horse",UNII:QHD0E51VON,NCIT:C29772,NCBI,
DRUGBANK:DB14686,Chamaecyparis obtusa leaf,UNII:7OL154J5XB,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14687,Centella asiatica leaf,UNII:6810070TYD,NCIT:C71797,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14688,Sambucus nigra flower,UNII:07V4DX094T,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14689,Rosemary oil,UNII:8LGU7VM393,NCIT:C107360,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14690,Ginger oil,UNII:SAS9Z1SVUK,NCIT:C107310,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14692,Turmeric oil,UNII:6KGS8SP16U,NCIT:C107368,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14693,Atractylodes lancea root,UNII:CAZ6282J2O,NCIT:C80318,NCBI|GRIN|MPNS,
DRUGBANK:DB14694,Beef liver,UNII:W8N8R55022,NCIT:C75669,NCBI,biolink:Food
DRUGBANK:DB14710,Camponotus pennsylvanicus,UNII:9J6GJ0890E,,NCBI,
DRUGBANK:DB14744,Spirulina platensis,UNII:9K7IG15M0Q,,NCBI,
DRUGBANK:DB14745,Olea europaea leaf,UNII:MJ95C3OH47,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14747,Ephedra sinica stem,UNII:55L3XLO37E,NCIT:C71795,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14748,Polygala tenuifolia root,UNII:5S7W573MTU,NCIT:C171390,NCBI|GRIN|MPNS,
DRUGBANK:DB14749,Polygala senega root,UNII:M7T6H7D4IF,NCIT:C71845,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB14757,Agrostis gigantea top,UNII:A5ODF78EPD,,NCBI|PLANTS|GRIN,
DRUGBANK:DB14759,Red pepper,UNII:6M47G7C4SY,NCIT:C73793,NCBI,biolink:Food
DRUGBANK:DB15274,Pertussis vaccine,UNII:2QNL82089R,NCIT:C76205,NCBI,
DRUGBANK:DB15461,Yersinia pestis 195/p antigen (formaldehyde inactivated),UNII:G10832YT0L,NCIT:C75860,NCBI,
DRUGBANK:DB15478,Frangula purshiana bark,UNII:4VBP01X99F,NCIT:C28909,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15502,Baccharis sarothroides whole,UNII:C94X53K2GW,,PLANTS|GRIN|MPNS,
DRUGBANK:DB15503,Amaranthus hybridus pollen,UNII:EK7F0414PI,NCIT:C85096,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15504,Acacia dealbata pollen,UNII:L16Z5HLP8V,NCIT:C85200,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15509,Alnus serrulata pollen,UNII:390VZ1D0L5,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15510,Prosopis velutina seed,UNII:R0120Z3YIC,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15511,Gibberella fujikuroi,UNII:815V716OR2,,NCBI,
DRUGBANK:DB15512,Mucor circinelloides f. circinelloides,UNII:48Z8OUT98B,,NCBI,
DRUGBANK:DB15521,Cyd dengue virus serotype 1 live (attenuated) antigen,UNII:75KB2HPX5H,,NCBI,
DRUGBANK:DB15522,Cyd dengue virus serotype 2 live (attenuated) antigen,UNII:FH5SVG7GLC,,NCBI,
DRUGBANK:DB15523,Cyd dengue virus serotype 3 live (attenuated) antigen,UNII:RHT2Q37FYG,,NCBI,
DRUGBANK:DB15524,Cyd dengue virus serotype 4 live (attenuated) antigen,UNII:RS26HP5ND2,,NCBI,
DRUGBANK:DB15525,Mucor circinelloides f. lusitanicus,UNII:0J0X819B3C,,NCBI,
DRUGBANK:DB15526,Eurotium amstelodami,UNII:D932NLL87Z,,NCBI,
DRUGBANK:DB15529,Leucanthemum vulgare pollen,UNII:H9E0IX4MOX,NCIT:C85278,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15530,Trifolium pratense pollen,UNII:3SNK70F46Y,NCIT:C85379,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15537,Eucalyptus gum,UNII:72T9EZC2VX,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15538,Sea scallop,UNII:BY65V9YV1I,,NCBI,
DRUGBANK:DB15539,Northern brown shrimp,UNII:TJH4LL437H,,NCBI,
DRUGBANK:DB15540,Rainbow trout,UNII:P4M52SZ8L6,,NCBI,
